Un espion peut être dans les environs.	fr
New York is the busiest city in the world.	en
A cup of coffee relieved me of my headache.	en
Do you believe in Christianity?	en
You should think before you begin to speak.	en
The Star Festival is in July.	en
I have to stay home.	en
We beat that team by 2-0.	en
I'd like you to cut my hair.	en
He is as lean as a wolf.	en
He has a nice build.	en
She accepted his offer.	en
Do you know where my watch is?	en
Look, today was 'sea harvest' so let's go forage for edible plants tomorrow!	en
To bardzo uprzejme z twojej strony, że schłodziłeś mi wino.	pl
L'apogée des Romains est passé.	fr
Ich möchte es auf jeden Fall sehen.	de
Mój dziadek lubi spacerować.	pl
Eu consigo fazer sozinho!	pt
Je ne peux comprendre cela.	fr
Lui et moi sommes amis depuis le bac à sable.	fr
À cause des fortes chutes de neige, ils ont retardé leur départ.	fr
Je la oka mi estos preta por la laboro.	ep
Restis nenio en la fridujo.	ep
Bonvolu ŝalti la reflektoron.	ep
Kiom kostas tiu ĉi tenilo?	ep
Mi igis la ĝardeniston planti kelkajn arbojn.	ep
A ponadto, zaczyna padać.	pl
Va in biblioteca per leggere libri.	it
Est-ce que votre pays possède l'arme nucléaire ?	fr
The astonishing blow finished the match.	en
Это не совсем то, чего мне хотелось.	ru
Dio ha creato il mondo in sei giorni.	it
Osaatko valmistaa kalaa?	fi
Tu ne devrais pas juger les gens d'après leur apparence.	fr
Schau mir in die Augen und sag mir, dass du es nicht getan hast.	de
Taisez-vous !	fr
Não, eu acho que não.	pt
Vous donnez beaucoup d'importance à ce qu'il dit.	fr
Mi dica cos'ha fatto a Shounan.	it
Mi petis ŝin, atendi dum momento.	ep
Mi preferus morti ol edziĝi kun li.	ep
Je mange une poire.	fr
Vergeet me niet op te pikken om zes uur morgenochtend.	nl
Bu konuya farklı açılardan bakmalısın.	tr
Mia frato preferas ventosurfadon.	ep
Benim bu iş için nitelikli olduğumu düşünüyor musunuz?	tr
Le type ne pouvait même pas écrire son propre nom.	fr
Tudo o que eu disse foi o que ouvi.	pt
Tengo muchos amigos que pueden ayudarme.	es
Geçen yıl sağlık kontrolü yaptırdın mı?	tr
Jeg misunder hans succes.	dk
¿Almorzaron Ken y Joe a eso del mediodía?	es
Él se casó dos veces y tuvo más de 20 hijos.	es
Lei spacca.	it
Siento no haber contestado tu carta antes.	es
El león es usado a menudo como símbolo de coraje.	es
La afero finiĝis feliĉe.	ep
Wir brauchen eine Koordinierung der Wirtschaftspolitik der Euro-Länder.	de
Fu punito perché aveva mentito.	it
Deberías saberlo.	es
Se ele nos pedir ajuda, nós o ajudaremos.	pt
Nous t'exorcisons, tout esprit immonde, toute puissance satanique, toute incursion de l'ennemi infernal, toute légion, toute congrégation et secte diabolique.	fr
Are you saying you intentionally hide your good looks?	en
Sur la route, elle a vu beaucoup d’animaux.	fr
Quando nós vamos para casa?	pt
Plötzlich stieg der Wasserstand des Flusses, und er verließ sein Bett.	de
Io voglio questo frutto.	it
Je planifie aller au théâtre aujourd'hui.	fr
¡No toques esto!	es
Aquele homem morreu de câncer no pulmão na semana passada.	pt
Rusia ha despertado.	es
Solcherlei hat noch nie jemand zu mir gesagt.	de
In fact, the difference between Bristish English and American English is more important than between standard Flemish and the standard Dutch of the Netherlands.	en
We bought a pool table but have yet to play a single game.	en
Yarım-doktor seni ve yarım-din alimi inancını öldürür.	tr
Estás en el tren equivocado.	es
Quem te ensina alemão?	pt
Did you use a condom?	en
Boję się, bo ostatnio jest coraz więcej trzęsień ziemi.	pl
Ich habe bis zum Wochenende noch viel Arbeit zu erledigen.	de
Pedimos a Hanako que tocasse piano.	pt
The first time I had Sushi was fantastic.	en
Elle m'a dit de la rencontrer chez elle.	fr
La festa di Trang era divertente come una veglia funebre.	it
Entschieden ward des Menschen Los durch nichts als einen Apfel.	de
Vi ne forgesu vian ĉefan celon.	ep
Daran ist nicht zu zweifeln.	de
Девчачью болтовню не остановишь.	ru
Minä taidan olla ainoa aamu-uninen.	fi
У меня так много работы, что я останусь еще на один час.	ru
En vintro oni hejtas.	ep
Первые девять лет жизни Макса прошли в Киле.	ru
Tu cachais ton argent.	fr
Werden sie sich nach so langer Zeit noch daran erinnern, was sie euch versprochen haben?	de
Down with the king!	en
The spectators in the gallery were making a lot of noise.	en
Oni ne povas traduki tion.	ep
Czy on tu jeszcze jest?	pl
Non scorderò Tom.	it
मला एक ग्लास दूध दे.	ma
Neniu povas anstataŭi vin.	ep
Onları yenmedik.	tr
Это спорно.	ru
Neben ihm saß meine Mutter, ein schwarzer Umriss vor der roten Glut des Feuers.	de
Voulez-vous un petit-déjeuner ?	fr
Tom è qui dentro.	it
Tom could see that Mary was texting.	en
Do you need something to drink?	en
Olet lisännyt kommentin, et käännöstä. Lisätäksesi käännöksen, klikkaa lauseen yläpuolelle olevaa ”あ→а”-kuvaketta.	fi
Vai a giocare a baseball!	it
Sosem viseltem szmokingot.	hu
A hidat a rómaiak építették.	hu
Lull your baby to sleep.	en
Melanie boit du lait.	fr
Ich wusste nicht, was antworten, und sagte nichts.	de
ខ្ញុំ​ចង់​ទៅ​ជាមួយ​អ្នក​។	kh
We like our life.	en
When did Tom get here?	en
Non ha ottenuto il lavoro.	it
Are we going somewhere now?	en
A hölgynek szüksége volt valakire, aki megérti őt.	hu
O kadar uzun süre burada olmayacağım.	tr
Entschuldigen Sie! Ich habe Sie nicht verstanden.	de
Tom spricht fast nie französisch.	de
Позвони своему брату.	ru
Io pensavo che questo potesse capitare.	it
Onu bağışlayamıyorum.	tr
Er hat sich nach Kyūshū aufgemacht.	de
Près de ma maison coule une petite rivière.	fr
L'ho vista piangere.	it
A Holanda é a pátria das tulipas.	pt
Han gjorde det helt på egen hand.	se
La gusto de mia edzino koncerne vestadon estas la malo de la mia.	ep
La domo estis subfosita de la inundo.	ep
J'étais très impressionné.	fr
Открыто.	ru
Tom won't talk about that.	en
A lógica feminina nem sempre tem lógica.	pt
È una circostanza che esclude il senso di colpa.	it
Voi avete mai mangiato una torta alla banana?	it
Ni ne venis.	ep
Этот вопрос имеет большое значение для меня.	ru
Recently, Tom has been worrying about his future.	en
My father is here.	en
Tanssijatar hetkutteli lanteitaan viettelevästi.	fi
Er ist mit einem Schiff gereist.	de
Tom wasn't surprised at all.	en
Tom neredeyse yanlış kapıyı açıyordu.	tr
Tom n'a pas fait de commentaire.	fr
Rıhtımı gerçek bir kasırga vurdu.	tr
Это был самый популярный вид спорта в этой стране.	ru
तुम्ही नक्की काय पाहिलंत?	ma
Схожу-ка я с ума.	ru
Ay, dünyanın etrafında döner.	tr
That'll take a long time.	en
Perché eravate in ritardo?	it
Dat is een leuk verhaal.	nl
Du wurdest geliebt.	de
La prossima volta che la vedo, mi dia la sua risposta, per piacere.	it
O que você espera de sua vida?	pt
Tom ve Mary asla birbirlerini eleştirmedi.	tr
Oletko varma, että tämä on se, mitä Tom halusi meidän ostavan?	fi
Como se diz "Como se diz 'Eu comi uma maçã.' em lojban?" em lojban?	pt
Her insan farklıdır.	tr
Kuntekste de la maltrankvilego esprimita de Angela Merkel pri la okazaĵoj kaj en Krimeo kaj en Ukrainujo Vladimir Putin referencis al la nemalpliiĝanta minaco de perforto per ekstremnaciismaj fortoj, kiuj endanĝerigas la vivon kaj la laŭleĝan intereson de rusaj civitanoj kaj de la tuta ruslingva loĝantaro.	ep
Der Beteuerung, dass alle am gleichen Strang ziehen, möchte ich gerne glauben, aber in die gleiche Richtung wäre für mich noch schöner.	de
Böyle şeylerin burada olması gerekmiyor.	tr
Я и так уже сказал слишком много.	ru
Will you do as much as you are able to?	en
Ele deixou o circo, aplaudido pelo público.	pt
Bana henüz adını söylemedin.	tr
Том ушёл домой.	ru
Wo ist der Fehler?	de
Так это же замечательно!	ru
Dan a confirmé le version des faits de Linda.	fr
Kesinlikle onunla konuşacağım.	tr
Учора я была вельмі шчаслівая.	be
Почему ты не можешь меня простить?	ru
Ben yalnızca onun hakkında konuşuyordum.	tr
Нема отров во рибава.	mk
Системот за подмачкување беше лошо осмислен.	mk
Tom heard footsteps outside his door.	en
Включи мозги.	ru
Egy óránál is többet vártam.	hu
Deixaste as luzes acesas.	pt
Немаше никого друг таму.	mk
Onun izin talebi reddedildi.	tr
Kiom el inter ni havas tiun ŝancon?	ep
Jouez-vous dans une fanfare ?	fr
Did Tom find him?	en
要冷静。	zh
O, karısı onu terk ettikten sonra oldukça kindar oldu.	tr
Мы тебе не нужны.	ru
Я аргентинец.	ru
Се гледаме во понеделник.	mk
Амазонка — вторая по длине река в мире после Нила.	ru
Што е тајната?	mk
Се надевам дека Том греши.	mk
Tom túl fiatal.	hu
Том е толкав кретен.	mk
Витамин С также известен как аскорбиновая кислота.	ru
Csak egy érzés volt.	hu
Je peux maintenant le dire, il fut un temps, je détestais Tom.	fr
Det hände.	se
Már beszéltem Tomival ebben az ügyben.	hu
Is the pain unbearable?	en
Megtaláltad, amit kerestél, fiam?	hu
Сюзан хорошо готовит.	ru
Никогда никому не давай советов.	ru
Это не будет для меня большим убытком.	ru
Tom'u son bir kez görmeni istedim.	tr
Nem hiányoznak nekem.	hu
Mach es nicht schwierig, Tom.	de
Odanı temiz ve düzenli tut.	tr
Todas as tuas perguntas serão respondidas.	pt
Neden birinin Tom'u öldürmek istediği konusunda herhangi bir fikrin var mı?	tr
Svegliarsi presto la mattina talvolta è molto difficile, specialmente quando fa freddo.	it
Ich bitte dich, dass du nichts änderst!	de
You should come over.	en
Ich werde meine Kinder nicht verlassen.	de
Ich riss die Kartoffeln nicht heraus.	de
Nous ne sommes pas seuls.	fr
Bir omlet yapabilir misin?	tr
Tom seninle konuşmak için isteklidir.	tr
Vi simple obeu la instrukciojn.	ep
Вы мне очень нравитесь!	ru
Том наблюдал за гонкой в бинокль.	ru
Я слышал, что вчера вечером вы с Томом работали допоздна. Это так?	ru
Pentri japanan flagon estas tre simple.	ep
Quem de vocês fala bem o Francês?	pt
Onun seni sevdiği açık.	tr
That's what people don't understand.	en
Neredeyse bir yıl içinde Tom'la konuşmadım.	tr
Sorun güneş enerjisinin çok fazla maliyetinin olması.	tr
Wie ist der Name jenes Restaurants?	de
O seu português é diferente do meu.	pt
İnsan ateşi kullanan tek hayvan.	tr
Agora, prestem atenção.	pt
La luno helas.	ep
Kutime Tomo ne bezonas labori lundon posttagmeze.	ep
Manĝegu!	ep
Tom saltó fuera de la cama.	es
Что он там опять за номера выкидывает?	ru
Elle est lâche.	fr
Ben o kadar hayal kırıklığına uğramadım.	tr
"How are you?" "Very well."	en
All questions have answers.	en
Que se passe-t-il à Tatoeba ?	fr
Vous mangiez des tomates.	fr
Malvarmis.	ep
O muhtemelen bir işarettir.	tr
Уверен, что ты слышал взрыв, прогремевший в Стамбуле.	ru
Tom'un söylediği her şey bir yalandı.	tr
Я должна быть наказана.	ru
En ĉiuj tiuj pantalonoj estis poŝoj, en kiuj ni konservis nian naztukon.	ep
Tom and Mary need to relax.	en
Li estis sidanta.	ep
Ho bisogno che andiate al supermercato a comprare del latte.	it
La camera aveva un cattivo odore.	it
Non sono sicura che Dio esista.	it
Ĉu vi ankoraŭ resaniĝas de la lasta nokto?	ep
Tout le monde peut faire mieux.	fr
I love the game of basketball.	en
Я читал такую.	ru
Milyen volt az út?	hu
Том, наверное, тебя любит.	ru
তুমি কি এই গানে নাচতে পারবে?	bj
Tom is a pretty unique individual.	en
Lo sta facendo adesso.	it
入场费是3美元。	zh
Çok hızlı harcayanlar asla zengin olmazlar.	tr
Ĉiuj policistoj de la urbo serĉas vin.	ep
L'identité du meurtrier reste inconnue.	fr
Je cherche un vieil homme.	fr
Send me a racket and my tennis shoes.	en
Please feed the dog every day.	en
Where did you pick up those old coins?	en
Je lui dois $100.	fr
It is necessary to prepare for the worst.	en
He told her firmly to realize how serious her condition was.	en
Per favore, non parlare così veloce.	it
Sono stato a Kyoto una volta.	it
Nasz syn zginął na wojnie.	pl
Posso chiamarti Bob?	it
Questo famoso direttore d'orchestra abita a New York.	it
Ze werkte uitsluitend voor het geld.	nl
Elle est née dans une génération juste après l'esclavage ; à une époque où il n'y avait ni voitures sur la routes ni avions dans le ciel ; à une époque où quelqu'un comme elle ne pouvait pas voter pour deux raisons — parce qu'elle était une femme et à cause de la couleur de sa peau.	fr
My sister shelled the beans.	en
Edzo kaj edzino estas nur unu.	ep
Mit navn er Farshad.	dk
Li malfruiĝis por la lernejo hieraŭ.	ep
Mi ankoraŭ neniam vidis lin porti ĝinzon.	ep
Por malfrua gasto restas nur osto.	ep
Sechs Monate später waren wir verheiratet.	de
Of ge uw baard vier of zeven jaar laat groeien, onder het mes van de barbier valt hij in even veel tijd.	nl
Sie wählten ihn zum Vorsitzenden.	de
Lei può essere carina, però non mi piace.	it
Warst du schon mal in dieser Wirtschaft?	de
Sie werden nervös.	de
Outre la pluie, nous avons eu des vents très forts.	fr
Láttam már korábban azt a képet.	hu
Parece obvio que él es incapaz de nadar.	es
Kommen sie um zehn Uhr morgens oder abends an?	de
Dieser Mann ist tot.	de
It is not raining.	en
Powierzchnia ziemi była pokryta kobiercem opadłych liści.	pl
Il croit fermement qu'il a été enlevé par un OVNI et a fait l'objet d'expérimentations par des extra-terrestres.	fr
Santa Ana's army was destroyed.	en
Parents were hopeful about the future.	en
Quelqu'un sait-il comment on peut gagner de l'argent en temps de crise ?	fr
你想吃什麼就吃什麼。	zh
Bitte schauen Sie mal bei Gelegenheit vorbei, wenn Sie einkaufen gehen oder ähnliches.	de
Ich habe diesen Brief auf Französisch geschrieben.	de
Det här kommer att bli den varmaste sommaren på trettiosex år.	se
Ĉi-matene mi iris al la parko.	ep
Sie hat keine Angst vor dem Tod.	de
Posso ver aquele ali?	pt
Li ĉiam perdas tempon per bagatelaĵoj.	ep
A única razão que a levou a aceitar foi porque você o pediu.	pt
Mi sento in obbligo ad andarci.	it
Çoğu öğrenci okul gezilerinde Kyoto'nun görülmeye değer yerlerini geziyorlar.	tr
Keiko memberitahu aku tentang kedatangan pesawatnya.	in
Lia suno estas subiranta.	ep
Mi faccia finire.	it
Bir şey mi oldu?	tr
Vas a casa de Sandra, ¿no es así?	es
Ella es agente del FBI.	es
Tom sadece nasıl hissettiğini bilir.	tr
Tom'un USB kabloları ile dolu bir çekmecesi var.	tr
Vi ne havas la testikojn, por traduki ĉi tiun frazon.	ep
Où sont tes clés ?	fr
Tom kennt nicht den Unterschied zwischen Hamlet und Shakespeare.	de
La pozicio de la loĝantaro rilate al la eklezio variadas.	ep
Sorun Nancy'nin kulüp toplantılarına gitmemesidir.	tr
Mi ne pensas, ke vi devus.	ep
O, onu yapması için onu zorladı.	tr
Ich mische mich da nicht ein.	de
O povo queria proclamar Washington rei.	pt
A quem devem obedecer os marinheiros? - Os marinheiros devem obedecer ao comandante do navio.	pt
Cada qual pode em toda idade aprender o Esperanto.	pt
Vi ne devas respondi al ĉi tiu demando.	ep
Viele reiche Leute wohnen in diesem Viertel.	de
Tyttö kaunistuu päivä päivältä.	fi
Olviden y perdonen.	es
Mi ne estas sorĉisto.	ep
No entiendo qué trata de decir el autor.	es
Je me suis réchauffée dans le bain.	fr
It seems like he knows the secret.	en
Посмiхнись зараз, поплачеш потiм!	ua
On się szybko uczy.	pl
Il agit de son propre chef.	fr
Talvolta bisogna sapere quando ci si deve arrendere.	it
La soberbia es un caro placer.	es
The teacher warned us that the test would be difficult.	en
Nous avons tendance à commettre des erreurs.	fr
Wie alt ist deine Katze?	de
Laurie esprimas sin.	ep
Beruházás nélkül nincs fejlődés.	hu
La educación es una cosa admirable, pero es bueno recordar de tiempo en tiempo que nada que amerita saber puede ser enseñado.	es
Ich hämmerte einen Nagel in die Wand, um ein Bild aufzuhängen.	de
Noi siamo fratello e sorella.	it
Sie müssen spätestens Sonntag zurück sein.	de
Vi licenzio.	it
How did you get those?	en
É um primo meu.	pt
Je ne casse rien.	fr
È sicuro di non volere mangiare qualcosa?	it
Das ist unter ihrer Würde, so etwas zu sagen.	de
La economía japonesa todavía es estable.	es
Je ne compatis pas avec toi.	fr
No tengo suficiente dinero para comprarlo.	es
Az önce elektronik postanı aldım.	tr
Der dritte Tag der Woche ist der Mittwoch.	de
Jag kan inte minnas hans namn.	se
Gözlerin sesimin yankısını yansıtıyor.	tr
Da bambino, Bob viveva a Boston.	it
Pourquoi ne démarrez-vous pas ?	fr
Lubiłem to.	pl
Колко е стара Айфеловата кула?	bg
Ich fahre ein schwarzes Auto.	de
Légy bátor és ne veszítsd el a reményt.	hu
Freundschaft ist ein Band der Vernunft.	de
I haven't seen this movie before.	en
I just wanted to tell you something.	en
La momento, kiam rekomenciĝos la kunveno, estas necerta.	ep
Ĉu vi renkontis Filipon?	ep
Je pense que vous devriez prêter plus d'attention en cours.	fr
Nimm die Sendung auf Band auf.	de
Marc me dijo que no vendrá mañana.	es
I think you've done this before.	en
Tomo naŭziĝas.	ep
Are you as excited as we are?	en
Ni bezonas lokon por tranokti.	ep
Non andare nella mia stanza.	it
You'll have your turn.	en
La juĝisto kondamnis lin al kvin jaroj de malliberejo.	ep
Die Archäologen glauben, den Palast König Davids entdeckt zu haben.	de
Ne içiyoruz?	tr
We're looking forward to hearing from you soon.	en
Ich freue mich so, dass du wieder zu Hause bist!	de
Devi tenere pulita la tua stanza.	it
Эти дома принадлежат моему дяде.	ru
Marche sur les pavés.	fr
¿Va usted al teatro esta tarde?	es
It wouldn't be fair.	en
Tio ne povas daŭri tiel!	ep
Tom didn't have as much trouble falling asleep as he thought he would.	en
Zij heeft mij het visoogobjectief gegeven.	nl
Том был весь в чёрном.	ru
Ik moest de regels veranderen.	nl
Sen olduğunu düşündüğün kadar akıllı değilsin.	tr
Tiu libro estas tro malfacile legebla en la daŭro de unu semajno.	ep
Tom spuścił wodę.	pl
Alicenek múlt vasárnap óta meghűlése van.	hu
Mi volas, ke vi iru supren.	ep
Il cancello è sufficientemente largo perché ci passi l'automobile.	it
Non si smentisce mai.	it
Това беше краткото затишие преди опустошителна буря.	bg
Bu gerçekten büyüleyici.	tr
Älä unohda ladata kännykkääsi.	fi
Li promesis, ke li ne ree malfruos.	ep
La conférence sur les artistes impressionistes était intéressante.	fr
In tutti i casi, è discutibile.	it
Does that seem like something we can do?	en
El sol brilla para todos.	es
Его жизнь полна проблем.	ru
Ще Ви се обадя по-късно.	bg
You take a drink, then you elbow to the buffet and eat like a pig!	en
Tom on komea mies.	fi
Это мой друг из Японии.	ru
Il y a deux manières de conquérir et asservir une nation. L’une est par l’épée. L’autre par la dette.	fr
Du solltest eine Feldflasche Wasser mitnehmen.	de
Tom is writing a letter now.	en
"Cinsiyetçilik" gibi terimler şimdi moda.	tr
Я нанял Тома.	ru
Dovreste essere pronte al peggio.	it
Comment pourriez-vous ne rien dire ?	fr
Che mani spettacolari!	it
Я по ошибке убил ящерицу.	ru
Если бы я знал, что ты здесь, я бы не пришёл.	ru
Mia patro aĉetis por mi biciklon.	ep
Ĉi tie estas iu, kiu vizitas vin.	ep
Ella pensó que estaba reconociendo, debido a un retrato, al gran escritor.	es
Sandıktan bakalım kim çıkacak?	tr
¡Gracias, Tom! Me encantan las flores.	es
Tom no solo enseña guitarra, él seguido da conciertos.	es
Ĉu mi eniru?	ep
Io sono una banana.	it
Вы умеете стоять на руках?	ru
Tom is resigned to his fate.	en
Is it time you need?	en
Tom bizimle voleybol oynardı.	tr
Creo que Shakespeare es el mejor dramaturgo que jamás haya vivido.	es
I capelli corti le stanno veramente bene.	it
Tom näkisi tämän oikein mielellään	fi
Tom ei aloittanut ranskan opiskelemista kuin vasta kolmekymppisenä.	fi
Meddig maradtok Kijevben?	hu
A hétvégét barátaim társaságában töltöttem.	hu
Knaboj pasigas pli da tempo ol knabinoj je la komputilo kaj la interreto.	ep
Bu kutu bir ton ağırlığında.	tr
Ért magyarul?	hu
Я не могу его понять.	ru
Eu não mentirei para ele.	pt
Ne számíts arra, hogy mindenki osztani fogja ezt a véleményt.	hu
Az ördög vigye el, ezt nem kalkuláltam be!	hu
Lipitor gyógyszert veszek be.	hu
Дали си полудел?	mk
Aku seharusnya tidak menerobos lampu merah itu.	in
Azok, akik nem tudnak magukon nevetni, meghagyják ezt másnak.	hu
Зарем не можеш да ми помогнеш?	mk
Misschien had je toch gelijk.	nl
Lo so che sembra sciocca.	it
Le chiameremo.	it
Што ја праша?	mk
Te fâche pas.	fr
Onun ne yapacağı belli olmaz.	tr
Tom'un sadece biraz yardıma ihtiyacı var.	tr
Они называют нас россиянами.	ru
Треба да му се јавиш на Том.	mk
La polizia la metterà in prigione.	it
Szeretne kibékülni veled, s neked is engedékenynek kell lenned.	hu
Istuin narahti hänen istuessaan.	fi
Hast du eine Meinung diesbezüglich?	de
Daha temiz dişlere sahip olmak istiyorum.	tr
Kuglo trafis la koron de la soldato.	ep
Я хочу пони.	ru
Ciò è sospetto.	it
По-моему, ты мне должен десять долларов.	ru
Hvad slags planer har du for weekenden?	dk
Tomo diris al Mary, ke laŭ li ŝi estas la plej bela virino, kiun li iam renkontis.	ep
Úgy döntöttem, hogy nem érdemes erőltetni.	hu
Esqueça isso a partir deste momento.	pt
Não dependa de Tom.	pt
La lengua oficial de Israel es el hebreo moderno.	es
Valamikor eljön az igazság pillanata.	hu
Lui è molto meglio di me negli sport, per non dire altro.	it
Çocuklarım mutluysa, ben mutluyum.	tr
Kiun parton de Eŭropo ili ŝatus viziti?	ep
Como você deseja o seu café: preto ou com creme?	pt
Már nem volt ugyanaz, mint annak idején, mert Rosi jobbára mindig részeg volt.	hu
Entschuldigung, darf ich dein Lieblingsmensch sein?	de
Властям удалось стабилизировать курс валюты.	ru
Para nerede, Tom?	tr
Что ещё могла хотеть девушка?	ru
Ben kabızım.	tr
Обслуживание здесь отвратительное.	ru
Bu sabah bir diş hekimi randevum vardı.	tr
Hová tegyem ezt?	hu
Quanto o Tom ganhou ano passado?	pt
La grammaire étant l'art de lever les difficultés d'une langue, il ne faut pas que le levier soit plus lourd que le fardeau.	fr
Я не знаю, чего хочу.	ru
Tom guardò l'anello che John diede a Mary.	it
O que estou comendo?	pt
Tomás se olvidó las llevas por lo que tuvo que treparse por la ventana.	es
Você não conversou com o Tom?	pt
Ni ĉiuj indas je ŝanco.	ep
Nós precisamos aprender a trabalhar juntos.	pt
Du verwirrst sie.	de
Tom escondeu os presentes de Natal das crianças debaixo do sofá.	pt
Ele é tão sábio quanto se diz?	pt
Those twins are identical, not only their faces, but also in their characters.	en
Io ero pronto a farlo.	it
Mijn huis is heel koud.	nl
Я хочу, чтобы вы сделали это прямо сейчас.	ru
Io non ce la farò mai in orario.	it
Я сегодня не собиралась плакать.	ru
Io non sono stata in grado di farmi capire.	it
Dan, Linda'nın seksüel önerisini reddetti.	tr
Kötü bir soğuk algınlığı olmasına rağmen çalışmak zorunda kaldı.	tr
Gettate l'ancora!	it
Mi volas mian monon.	ep
Тебе придётся это сделать, нравится тебе это ли нет.	ru
Alles Wissen geht aus einem Zweifel hervor und endigt in einem Glauben.	de
Kiom aĝa estas via edzino?	ep
La viro estas en la kuirejo.	ep
J'ai confondu Tom avec son frère.	fr
Tom bir lise müdürüdür.	tr
Mindjárt megvan!	hu
Я помогу вам искать Тома.	ru
Так поздно?	ru
Vada a dirlo a loro.	it
¿Tom ha prometido ayudarnos?	es
No te comportes como un imbécil.	es
Vuoi dire che a casa vostra c'è un fantasma?	it
I got tickled the other day.	en
The voters want change.	en
Я думал, что ты мужчина.	ru
Je me suis égaré et j'ai eu du mal à retrouver le chemin de l'hôtel.	fr
Where did you find that doll?	en
That is why he did not agree to what they had proposed.	en
It was the window that Jack broke yesterday.	en
I waited for the answer but nobody answered.	en
I don't have to apologize for what I said.	en
He is delighted at your success.	en
He works for a mere pittance.	en
She did without necessities to pay for her daughter's lessons.	en
Si seulement il n'y avait aucune guerre dans le monde.	fr
Так-так, - произнес доктор. - Надо её осмотреть.	ru
Mörker är frånvaro av ljus.	se
The Defense Enrollment Eligibility Reporting System is also called DEERS.	en
Each man calls barbarism whatever is not his own practice.	en
你看，桌子上还放了一叠校样。	zh
Les pommes sont rouges ou vertes.	fr
Partageons la récompense cinquante-cinquante.	fr
Чтобы прочитать ответ, просто щёлкните по вопросу.	ru
Ég vinn hér. Ég er enginn gestur.	is
Kako se kaže "Hvala" na japanskom?	hr
O que teu marido te deu por ocasião do teu aniversário?	pt
Vere mi volas motorciklon.	ep
Mia patrino aĉetis al ni hundidon.	ep
Zawsze chodzę do szkoły.	pl
Bazı doktorlar hastalarını memnun etmek için bir şeyler söylerler.	tr
La malsanasekurkotizoj denove altiĝis.	ep
¿Cómo estuvo el fin de semana?	es
Meine Schwester hat ein Klavier.	de
Ich würde gerne meine Wertsachen in ein Schließfach legen, wenn eines erhältlich ist.	de
Te is mész?	hu
Forgesu tion tuj.	ep
Még a légkör felső rétege is szennyezett.	hu
Ihre Hosen passen nicht.	de
Sie sollten das bald tun.	de
Sie wurde 1946 geboren, am 19. August, in Kalifornien.	de
Está chovendo muito nestes últimos dias.	pt
В этой комнате пахнет газом.	ru
我是新娘，你是新郎，我们结婚吧!	zh
Les daremos apoyo moral.	es
I shouldn't have gone there by myself.	en
Ĉu vi povas helpi al mi kun mia laboro?	ep
Было очень холодно.	ru
Şu genç adam bisiklete binmeye çok düşkün.	tr
Kaza olursa, bana bildir.	tr
C'est comme cela que le temps est complètement gâché.	fr
Antes vendíamos só alimentos, mas agora adicionamos novos produtos.	pt
A mí me obligaron a aprender español.	es
Quel con je fais !	fr
Ne méprise personne, parce qu'il est seulement pauvrement vêtu.	fr
Vediamo se è buono.	it
Tom uyuyormuş gibi yaptı.	tr
Ce qu'ils t'ont dit est exactement le contraire de ce qu'ils m'ont dit hier.	fr
Questo è il bello dell'Italia.	it
C'est pourquoi tant d'étudiants sont absents aujourd'hui.	fr
Togli le mani!	it
Gidelim Ken.	tr
Onun iki bin kitabı var.	tr
Elle a des yeux attirants.	fr
Li ne povis elekti momenton pli bonan.	ep
Ĉiun momenton la sorĉistino metis novajn objektojn en la kaldronon.	ep
La casa lleva años abandonada.	es
Korkacak bir şey yok.	tr
Nous sommes une famille de quatre.	fr
She's a lot better today.	en
Öğretmenim bana elimden geldiği kadar çok okumamı söyledi.	tr
After a tiring game of football, I think I will go to bed.	en
Ce garçon n'a montré aucune peur.	fr
Être un homme c'est être responsable.	fr
Tom havas kontuzitan okulon.	ep
Ne estas miraklo, ke la infanoj ŝatas viziti la kamparanan bienon.	ep
Ni tre allogiĝas al la kampara vivo.	ep
Tom si addormentò in classe.	it
Maalesef suçunu asla kabul etmeyecek.	tr
Ken es un estudiante diligente.	es
Du hättest dich höflicher ausdrücken sollen.	de
Tom diris, ke li volas, ke mi pasigu la someron en Boston kun li.	ep
Ich liebe Kinder.	de
Maria, sei nicht kindisch!	de
How many stamps do you have in your collection?	en
Az új felfedezés hasznosnak bizonyult a tudomány számára.	hu
Ŝi vere pasiiĝas pri trikado.	ep
Es demasiado pronto para que saquemos conclusiones precipitadas.	es
We're meant to be together.	en
Sie alle haben Angst vor Tom.	de
Das ist beschämend.	de
Je n'arrive pas à croire que tu ne sois pas au moins disposé à envisager d'autres possibilités.	fr
Bu şu ana kadar gördüğümüz en yoğun kar yağışı.	tr
Siehst du das Porträt?	de
Denne appelsin er velsmagende.	dk
Ты не хочешь делать этого.	ru
Dove andrà?	it
È molto riservato su ciò che riguarda la sua vita in famiglia.	it
Elle a pu être surprise en entendant les nouvelles.	fr
Robert Koch identificò il germe della tubercolosi nel 1882.	it
¿Quieren tener hijos?	es
Tout le monde a cané.	fr
¿Quieres saber lo que creo que está pasando?	es
Ne vous souciez pas tant de moi !	fr
Ŝi vivas en ĉi tiu kvartalo.	ep
Попадёт же мне, если я опоздаю.	ru
Hennes ansikte strålade av lycka.	se
Tom se ha vuelto más fuerte.	es
If there's anything that I've learned over the years, it's that I am nobody's savior.	en
Tom disagreed.	en
